textid	text	pair	relation	symmetry	label
236962	bc is located in edgewood, british columbia	edgewood, british columbia is located in bc	is located in	asymmetric	neutral
42066	berlin-friedrichshain is located in warschauer straße (berlin u-bahn)	warschauer straße (berlin u-bahn) is located in berlin-friedrichshain	is located in	asymmetric	neutral
181225	las terrenas is located in mdpo	mdpo is located in las terrenas	is located in	asymmetric	neutral
172751	lavar, bastak is located in hormozgan	hormozgan is located in lavar, bastak	is located in	asymmetric	neutral
266926	oberharz am brocken is located in bockberg	bockberg is located in oberharz am brocken	is located in	asymmetric	neutral
174651	staffordshire, england is located in adderley green	adderley green is located in staffordshire, england	is located in	asymmetric	neutral
297203	national museum of ghana is located in accra oil refineries	accra oil refineries is located in national museum of ghana	is located in	asymmetric	neutral
190879	chyza, lublin voivodeship is located in gmina zamość	gmina zamość is located in chyza, lublin voivodeship	is located in	asymmetric	neutral
146731	smolenskaya oblast', russia is located in kozelskiy raion	kozelskiy raion is located in smolenskaya oblast', russia	is located in	asymmetric	neutral
122032	fairmount, frontenac county, ontario is located in ontario canada	ontario canada is located in fairmount, frontenac county, ontario	is located in	asymmetric	neutral
301411	diminishment (geometry) is a type of j47	j47 is a type of diminishment (geometry)	is a type of	asymmetric	neutral
229656	hanul cu tei is located in bucharest, bucharest	bucharest, bucharest is located in hanul cu tei	is located in	asymmetric	neutral
236908	conqueror class (1855) is a type of ship-of-the-line	ship-of-the-line is a type of conqueror class (1855)	is a type of	asymmetric	neutral
284443	radio programming is a type of network programming, (television)	network programming, (television) is a type of radio programming	is a type of	asymmetric	neutral
207254	umdf is part of windows driver frameworks	windows driver frameworks is part of umdf	is part of	asymmetric	neutral
43628	love dance pop is part of release me (agnes song)	release me (agnes song) is part of love dance pop	is part of	asymmetric	neutral
99114	kdla is located in arkansas bay	arkansas bay is located in kdla	is located in	asymmetric	neutral
111372	politics of missouri is located in peruque creek	peruque creek is located in politics of missouri	is located in	asymmetric	neutral
202416	regis college is located in the mile high city	the mile high city is located in regis college	is located in	asymmetric	neutral
16328	the andes mountains is part of cerro jachcha pucara	cerro jachcha pucara is part of the andes mountains	is part of	asymmetric	neutral
101327	leede arena is located in nh	nh is located in leede arena	is located in	asymmetric	neutral
189926	effect is a type of phail	phail is a type of effect	is a type of	asymmetric	neutral
242069	eléonore, countess of vermandois is a child of raoul i, count of vermandois	raoul i, count of vermandois is a child of eléonore, countess of vermandois	is a child of	asymmetric	neutral
211357	impulse control disorder is a type of pathological gambling	pathological gambling is a type of impulse control disorder	is a type of	asymmetric	neutral
56658	interstate 75 (kentucky) is part of interstate 75	interstate 75 is part of interstate 75 (kentucky)	is part of	asymmetric	neutral
201343	south georgia is located in pillow rock	pillow rock is located in south georgia	is located in	asymmetric	neutral
85125	hertfordshire, england is located in batford	batford is located in hertfordshire, england	is located in	asymmetric	neutral
38150	publically is a type of mgsu	mgsu is a type of publically	is a type of	asymmetric	neutral
193953	wash. d.c. is located in the education center at the wall	the education center at the wall is located in wash. d.c	is located in	asymmetric	neutral
208538	essunga kommun is located in se-o	se-o is located in essunga kommun	is located in	asymmetric	neutral
177685	kamaanya of buganda is the father of suuna ii of buganda	suuna ii of buganda is the father of kamaanya of buganda	is the father of	asymmetric	neutral
2234	califnornia is located in kkbn	kkbn is located in califnornia	is located in	asymmetric	neutral
231950	ocean view school district is located in califnornia	califnornia is located in ocean view school district	is located in	asymmetric	neutral
105101	roaring mountain is part of yellowstone plateau	yellowstone plateau is part of roaring mountain	is part of	asymmetric	neutral
247361	"e² (album) is part of non siamo soli / no estamos solos"""	"non siamo soli / no estamos solos"" is part of e² (album)"	is part of	asymmetric	neutral
227854	sarah-theodora is a child of ivan shishman of bulgaria	ivan shishman of bulgaria is a child of sarah-theodora	is a child of	asymmetric	neutral
233209	west boston bridge is located in massacheusetts	massacheusetts is located in west boston bridge	is located in	asymmetric	neutral
161734	versailles, pennsylvania is located in pittsburgh county, pennsylvania	pittsburgh county, pennsylvania is located in versailles, pennsylvania	is located in	asymmetric	neutral
144213	accordion city is located in lansdowne (ttc)	lansdowne (ttc) is located in accordion city	is located in	asymmetric	neutral
251817	hancock county, wv is located in new manchester, west virginia	new manchester, west virginia is located in hancock county, wv	is located in	asymmetric	neutral
149514	p:ny is located in ny-76	ny-76 is located in p:ny	is located in	asymmetric	neutral
54004	payson presbyterian church is located in religion in utah	religion in utah is located in payson presbyterian church	is located in	asymmetric	neutral
90430	patgigan is located in banestan rural district	banestan rural district is located in patgigan	is located in	asymmetric	neutral
105332	roadster (bicycle) is a type of bikecycle	bikecycle is a type of roadster (bicycle)	is a type of	asymmetric	neutral
55367	nifflehel is part of norse cosmography	norse cosmography is part of nifflehel	is part of	asymmetric	neutral
278039	saint-guy, quebec is located in les basques	les basques is located in saint-guy, quebec	is located in	asymmetric	neutral
192452	churchillparken is located in københavns kommune	københavns kommune is located in churchillparken	is located in	asymmetric	neutral
205044	abbot of leicester is located in leicester	leicester is located in abbot of leicester	is located in	asymmetric	neutral
139587	pennsylvania is located in josiah funck mansion	josiah funck mansion is located in pennsylvania	is located in	asymmetric	neutral
47173	franklin and armfield office is located in city of alexandria, virginia	city of alexandria, virginia is located in franklin and armfield office	is located in	asymmetric	neutral
115551	vošce is located in občina lukovica	občina lukovica is located in vošce	is located in	asymmetric	neutral
161505	josef jiri kolar is a child of auguste auspitz-kólar	auguste auspitz-kólar is a child of josef jiri kolar	is a child of	asymmetric	neutral
42785	zanguiyeh, kerman is located in gughar rural district	gughar rural district is located in zanguiyeh, kerman	is located in	asymmetric	neutral
310122	it's over now (luther vandross song) is part of the night i fell in love (album)	the night i fell in love (album) is part of it's over now (luther vandross song)	is part of	asymmetric	neutral
240402	beveuge is located in haute-saône	haute-saône is located in beveuge	is located in	asymmetric	neutral
222691	constitution of new south wales is located in ourimbah	ourimbah is located in constitution of new south wales	is located in	asymmetric	neutral
256712	walraven ii is the father of reinoud iii van brederode	reinoud iii van brederode is the father of walraven ii	is the father of	asymmetric	neutral
230138	kornigou is a type of food product	food product is a type of kornigou	is a type of	asymmetric	neutral
184702	xhnoe-fm is located in mx-tam	mx-tam is located in xhnoe-fm	is located in	asymmetric	neutral
309266	province of varese is located in cremenaga	cremenaga is located in province of varese	is located in	asymmetric	neutral
242588	wilmington (nc) is located in new hanover precinct, nc	new hanover precinct, nc is located in wilmington (nc)	is located in	asymmetric	neutral
196977	niekarzyn is located in skampe	skampe is located in niekarzyn	is located in	asymmetric	neutral
261879	cooksville cheese factory is located in history of evansville, wisconsin	history of evansville, wisconsin is located in cooksville cheese factory	is located in	asymmetric	neutral
176926	itaara is located in rio grande do sul (brazil)	rio grande do sul (brazil) is located in itaara	is located in	asymmetric	neutral
105769	rio de janeiro 2016 is part of bhutan at the 2016 summer olympics	bhutan at the 2016 summer olympics is part of rio de janeiro 2016	is part of	asymmetric	neutral
69204	varany maha vidyalayam is located in varani	varani is located in varany maha vidyalayam	is located in	asymmetric	neutral
171761	swimming at the 1968 summer olympics – women's 4 x 100 metre medley relay is part of olympic games 1968	olympic games 1968 is part of swimming at the 1968 summer olympics – women's 4 x 100 metre medley relay	is part of	asymmetric	neutral
227908	teres i is the father of sparatocos	sparatocos is the father of teres i	is the father of	asymmetric	neutral
291888	local government in south australia is located in world's largest geoglyph	world's largest geoglyph is located in local government in south australia	is located in	asymmetric	neutral
260539	haripad is located in alleppey district	alleppey district is located in haripad	is located in	asymmetric	neutral
218530	mir abdoli-ye zarrin choqa is located in ostan-e kermanshah, iran	ostan-e kermanshah, iran is located in mir abdoli-ye zarrin choqa	is located in	asymmetric	neutral
158735	wisconsin (state) is located in milwaukee pierhead light	milwaukee pierhead light is located in wisconsin (state)	is located in	asymmetric	neutral
234039	san agustinillo is located in huajuápam de león	huajuápam de león is located in san agustinillo	is located in	asymmetric	neutral
111499	azerbaijan at the 2004 summer paralympics is part of paralympic	paralympic is part of azerbaijan at the 2004 summer paralympics	is part of	asymmetric	neutral
169911	nagerkovil is located in jaffna district	jaffna district is located in nagerkovil	is located in	asymmetric	neutral
202834	aquilla, ohio is located in townships in geauga county, ohio	townships in geauga county, ohio is located in aquilla, ohio	is located in	asymmetric	neutral
247570	alpine tunnel historic district is located in demographics of colorado	demographics of colorado is located in alpine tunnel historic district	is located in	asymmetric	neutral
178718	kürtener sülz is located in north rhine – westphalia	north rhine – westphalia is located in kürtener sülz	is located in	asymmetric	neutral
46071	insignia of the state of new mexico is located in tsirege	tsirege is located in insignia of the state of new mexico	is located in	asymmetric	neutral
17092	minamiechizen, fukui is located in imajō station	imajō station is located in minamiechizen, fukui	is located in	asymmetric	neutral
200694	dark fenix is the mother of nathan dayspring askani'son	nathan dayspring askani'son is the mother of dark fenix	is the mother of	asymmetric	neutral
146277	list of townships in cook county is located in north center	north center is located in list of townships in cook county	is located in	asymmetric	neutral
141787	is-sur-tille is located in canton of is-sur-tille	canton of is-sur-tille is located in is-sur-tille	is located in	asymmetric	neutral
146189	qeshlaq-e shahsavan is located in nowjeh mehr rural district	nowjeh mehr rural district is located in qeshlaq-e shahsavan	is located in	asymmetric	neutral
108861	kimberly, utah is located in piute county	piute county is located in kimberly, utah	is located in	asymmetric	neutral
21130	shooting at the 1988 summer olympics – men's 50 metre running target is part of seoul 1988	seoul 1988 is part of shooting at the 1988 summer olympics – men's 50 metre running target	is part of	asymmetric	neutral
294317	urmia county is part of qarajalu, nazlu	qarajalu, nazlu is part of urmia county	is part of	asymmetric	neutral
301039	advelle is located in district of south oxfordshire	district of south oxfordshire is located in advelle	is located in	asymmetric	neutral
158545	quadratrix of dinostratus is a type of curve , curved line	curve , curved line is a type of quadratrix of dinostratus	is a type of	asymmetric	neutral
173184	automobles is a type of korres p4	korres p4 is a type of automobles	is a type of	asymmetric	neutral
226382	policlinico (rome metro) is part of rome metro	rome metro is part of policlinico (rome metro)	is part of	asymmetric	neutral
192324	multi-purpose tool is a type of combination pliers	combination pliers is a type of multi-purpose tool	is a type of	asymmetric	neutral
95824	electoral district of mackillop is located in lucindale, south australia	lucindale, south australia is located in electoral district of mackillop	is located in	asymmetric	neutral
195619	yangoon is located in basic education high school no. 2 botataung	basic education high school no. 2 botataung is located in yangoon	is located in	asymmetric	neutral
124856	brentford and isleworth is located in london (european parliament constituency)	london (european parliament constituency) is located in brentford and isleworth	is located in	asymmetric	neutral
221165	doveny is located in putnok district	putnok district is located in doveny	is located in	asymmetric	neutral
67401	dzxq is located in mania metropolitan area	mania metropolitan area is located in dzxq	is located in	asymmetric	neutral
285223	trolley square is located in religion in utah	religion in utah is located in trolley square	is located in	asymmetric	neutral
224095	central bedfordshire is located in ampthill	ampthill is located in central bedfordshire	is located in	asymmetric	neutral
162815	lord norreys is the father of sir francis bertie	sir francis bertie is the father of lord norreys	is the father of	asymmetric	neutral
71058	briargrove, houston, texas is located in city of houston, texas	city of houston, texas is located in briargrove, houston, texas	is located in	asymmetric	neutral
181540	peter mcmanus cafe is located in manhattan (new york)	manhattan (new york) is located in peter mcmanus cafe	is located in	asymmetric	neutral
109278	soto street is located in los angeles county (california)	los angeles county (california) is located in soto street	is located in	asymmetric	neutral
43370	shir ali oglan is a child of muhammad khan (khan of moghulistan)	muhammad khan (khan of moghulistan) is a child of shir ali oglan	is a child of	asymmetric	neutral
48006	heteren is located in overbetuwe	overbetuwe is located in heteren	is located in	asymmetric	neutral
257428	indiania is located in mccormick cabin site	mccormick cabin site is located in indiania	is located in	asymmetric	neutral
248984	tehran province is located in qal`eh-ye hasan khan	qal`eh-ye hasan khan is located in tehran province	is located in	asymmetric	neutral
256338	prescott county, ontario is located in ontario canada	ontario canada is located in prescott county, ontario	is located in	asymmetric	neutral
173620	kualalumpur is located in national labrary of malaysia	national labrary of malaysia is located in kualalumpur	is located in	asymmetric	neutral
64731	queensland (australia) is located in francis lookout	francis lookout is located in queensland (australia)	is located in	asymmetric	neutral
80062	nachitoches is located in h. alvin brown–c. c. stroud field	h. alvin brown–c. c. stroud field is located in nachitoches	is located in	asymmetric	neutral
282148	round of applause (waka flocka flame song) is part of triple f life	triple f life is part of round of applause (waka flocka flame song)	is part of	asymmetric	neutral
231801	koszul connection is a type of gauss-manin connection	gauss-manin connection is a type of koszul connection	is a type of	asymmetric	neutral
245591	landkreis lichtenfels is located in ebensfeld	ebensfeld is located in landkreis lichtenfels	is located in	asymmetric	neutral
73299	province of luya is located in colcamar (peru)	colcamar (peru) is located in province of luya	is located in	asymmetric	neutral
153726	pumpkinsky/fritzerkogel is located in salzburg region	salzburg region is located in pumpkinsky/fritzerkogel	is located in	asymmetric	neutral
43049	dunaújváros district is located in pusztaszabolcs	pusztaszabolcs is located in dunaújváros district	is located in	asymmetric	neutral
216605	tahini bread roll is a type of sweet bun	sweet bun is a type of tahini bread roll	is a type of	asymmetric	neutral
262989	"edward moore ""ted"" kennedy is a child of joseph patrick kennedy sr"	"joseph patrick kennedy sr. is a child of edward moore ""ted"" kennedy"	is a child of	asymmetric	neutral
88123	winspector is part of metal hero series	metal hero series is part of winspector	is part of	asymmetric	neutral
197263	wayanadu is located in thrikkaipatta	thrikkaipatta is located in wayanadu	is located in	asymmetric	neutral
172600	grasmoor is located in east cumbria	east cumbria is located in grasmoor	is located in	asymmetric	neutral
292553	new york’s lower east side is located in manhattan (new york)	manhattan (new york) is located in new york’s lower east side	is located in	asymmetric	neutral
300192	margrave albert frederick of brandenburg-schwedt is the father of anna sophie charlotte of brandenburg-schwedt	anna sophie charlotte of brandenburg-schwedt is the father of margrave albert frederick of brandenburg-schwedt	is the father of	asymmetric	neutral
50250	history of surrey is located in abinger hammer mill	abinger hammer mill is located in history of surrey	is located in	asymmetric	neutral
258059	cole green railway station is located in hertfordshire, england	hertfordshire, england is located in cole green railway station	is located in	asymmetric	neutral
784	satyr plays is a type of straight play	straight play is a type of satyr plays	is a type of	asymmetric	neutral
123524	canton of gien is located in les choux	les choux is located in canton of gien	is located in	asymmetric	neutral
210139	binary planet is a type of multiple system	multiple system is a type of binary planet	is a type of	asymmetric	neutral
219020	lilingayon, bukidnon is located in valencia city, bukidnon	valencia city, bukidnon is located in lilingayon, bukidnon	is located in	asymmetric	neutral
23690	geography of kentucky is located in mount horeb earthworks complex	mount horeb earthworks complex is located in geography of kentucky	is located in	asymmetric	neutral
20371	caprino bergamasco is part of the covenant of mayors	the covenant of mayors is part of caprino bergamasco	is part of	asymmetric	neutral
297144	paroy-sur-tholon is located in yonne (département)	yonne (département) is located in paroy-sur-tholon	is located in	asymmetric	neutral
181620	history of bartın is located in sogutlu, bartin	sogutlu, bartin is located in history of bartın	is located in	asymmetric	neutral
137414	air industry is a type of schreder rhj-8	schreder rhj-8 is a type of air industry	is a type of	asymmetric	neutral
134521	villers au bois is located in canton of vimy	canton of vimy is located in villers au bois	is located in	asymmetric	neutral
221369	saint-christophe-du-luat is located in mayenne (french department)	mayenne (french department) is located in saint-christophe-du-luat	is located in	asymmetric	neutral
161417	geography of rhode island is located in providence zoo	providence zoo is located in geography of rhode island	is located in	asymmetric	neutral
309076	los angeles harbor is located in los angeles county (california)	los angeles county (california) is located in los angeles harbor	is located in	asymmetric	neutral
74667	who shaves the barber? is part of fargo (season 1)	fargo (season 1) is part of who shaves the barber?	is part of	asymmetric	neutral
48326	clevelnad is located in hanna theater	hanna theater is located in clevelnad	is located in	asymmetric	neutral
138750	chemuru is located in thottambedu	thottambedu is located in chemuru	is located in	asymmetric	neutral
44914	huntington railway station, yorkshire is located in huntington, yorkshire	huntington, yorkshire is located in huntington railway station, yorkshire	is located in	asymmetric	neutral
73319	1st district is located in austrian museum of applied arts and contemporary art	austrian museum of applied arts and contemporary art is located in 1st district	is located in	asymmetric	neutral
218420	heraldic crown is part of heraldist	heraldist is part of heraldic crown	is part of	asymmetric	neutral
175026	karnatakam is located in garlagunji	garlagunji is located in karnatakam	is located in	asymmetric	neutral
290955	heiterwang is located in reutte district	reutte district is located in heiterwang	is located in	asymmetric	neutral
135589	juyik is located in bahu kalat rural district	bahu kalat rural district is located in juyik	is located in	asymmetric	neutral
290773	paula hitler is a child of alois schickelgruber	alois schickelgruber is a child of paula hitler	is a child of	asymmetric	neutral
218855	swietobor i is the father of ratibor i, duke of pomerania	ratibor i, duke of pomerania is the father of swietobor i	is the father of	asymmetric	neutral
87632	mommy (american horror story) is part of american horror story: hotel	american horror story: hotel is part of mommy (american horror story)	is part of	asymmetric	neutral
78040	saint mary's university (halifax) is located in colony of nova scotia	colony of nova scotia is located in saint mary's university (halifax)	is located in	asymmetric	neutral
87162	wainwright, jackson county, ohio is located in geography of ohio	geography of ohio is located in wainwright, jackson county, ohio	is located in	asymmetric	neutral
277302	wilkinson county, georgia is located in georgia (u.s.state)	georgia (u.s.state) is located in wilkinson county, georgia	is located in	asymmetric	neutral
240639	white marble is a type of verona marble	verona marble is a type of white marble	is a type of	asymmetric	neutral
277672	outremont (federal electoral district) is located in québec, canada	québec, canada is located in outremont (federal electoral district)	is located in	asymmetric	neutral
299040	iwakura station (aichi) is located in iwakura, aichi	iwakura, aichi is located in iwakura station (aichi)	is located in	asymmetric	neutral
22150	salbke is located in bördelandhalle	bördelandhalle is located in salbke	is located in	asymmetric	neutral
230032	campascio (rhaetian railway station) is located in campiglioni	campiglioni is located in campascio (rhaetian railway station)	is located in	asymmetric	neutral
45364	sankt lambrecht is located in murau district	murau district is located in sankt lambrecht	is located in	asymmetric	neutral
299025	klepary, west pomeranian voivodeship is located in gmina grzmiąca	gmina grzmiąca is located in klepary, west pomeranian voivodeship	is located in	asymmetric	neutral
301450	brusy railway station is located in brusy	brusy is located in brusy railway station	is located in	asymmetric	neutral
249555	kbzn is located in forty-first state	forty-first state is located in kbzn	is located in	asymmetric	neutral
74186	kapurthala district is located in nurpur jattan	nurpur jattan is located in kapurthala district	is located in	asymmetric	neutral
105268	montchanin historic district is located in the small wonder	the small wonder is located in montchanin historic district	is located in	asymmetric	neutral
99786	río jueyes is located in puertorriquena	puertorriquena is located in río jueyes	is located in	asymmetric	neutral
238146	lausanne opera is located in pays de vaud	pays de vaud is located in lausanne opera	is located in	asymmetric	neutral
173728	clasp knife is a type of pantographic knife	pantographic knife is a type of clasp knife	is a type of	asymmetric	neutral
177466	lightmoor platform railway station is located in shire of shrewsbury	shire of shrewsbury is located in lightmoor platform railway station	is located in	asymmetric	neutral
302051	electoral district of adelaide is located in ovingham, south australia	ovingham, south australia is located in electoral district of adelaide	is located in	asymmetric	neutral
262305	ambleside is located in p:england	p:england is located in ambleside	is located in	asymmetric	neutral
142680	kelaz is located in dasht-e bil	dasht-e bil is located in kelaz	is located in	asymmetric	neutral
218376	qez qaleh, qazvin is located in hesar khorvan rural district	hesar khorvan rural district is located in qez qaleh, qazvin	is located in	asymmetric	neutral
222052	groot-winterhoekberge is part of capensis	capensis is part of groot-winterhoekberge	is part of	asymmetric	neutral
188902	wonderful (madness album) is part of johnny the horse	johnny the horse is part of wonderful (madness album)	is part of	asymmetric	neutral
146486	alfred g. vanderbilt is the father of cornelius vanderbilt, jr	cornelius vanderbilt, jr. is the father of alfred g. vanderbilt	is the father of	asymmetric	neutral
104648	margaret of bourbon (1344-1416) is a child of charles i of albret	charles i of albret is a child of margaret of bourbon (1344-1416)	is a child of	asymmetric	neutral
182351	shower me with your love is part of 2nd wave (album)	2nd wave (album) is part of shower me with your love	is part of	asymmetric	neutral
1217	honoré iii, prince of monaco is a child of jacques of matignon	jacques of matignon is a child of honoré iii, prince of monaco	is a child of	asymmetric	neutral
81364	saxony (germany) is located in zittau mountain nature park	zittau mountain nature park is located in saxony (germany)	is located in	asymmetric	neutral
90232	zembry is located in gmina trzebieszów	gmina trzebieszów is located in zembry	is located in	asymmetric	neutral
241795	raleigh county, wv is located in clifftop, raleigh county, west virginia	clifftop, raleigh county, west virginia is located in raleigh county, wv	is located in	asymmetric	neutral
193824	karbowskie is located in elk commune	elk commune is located in karbowskie	is located in	asymmetric	neutral
223769	bavorsko is located in hartlaber	hartlaber is located in bavorsko	is located in	asymmetric	neutral
148489	ordnung is a type of moral code	moral code is a type of ordnung	is a type of	asymmetric	neutral
3461	chaoyang (beijing) is located in baiziwan station	baiziwan station is located in chaoyang (beijing)	is located in	asymmetric	neutral
185729	the hunter (clannad song) is part of pastpresent	pastpresent is part of the hunter (clannad song)	is part of	asymmetric	neutral
191382	bas-rhin (departement) is located in wolxheim	wolxheim is located in bas-rhin (departement)	is located in	asymmetric	neutral
59847	ronta di mugello is located in metropolitan florence	metropolitan florence is located in ronta di mugello	is located in	asymmetric	neutral
66157	automobles is a type of briggs & stratton animal	briggs & stratton animal is a type of automobles	is a type of	asymmetric	neutral
99646	red deer public school district is located in albertan	albertan is located in red deer public school district	is located in	asymmetric	neutral
112669	la cueva de roa is located in province of burgos	province of burgos is located in la cueva de roa	is located in	asymmetric	neutral
5590	borås ishall is located in borås kommun	borås kommun is located in borås ishall	is located in	asymmetric	neutral
91284	chiang rai province is located in khun tan district	khun tan district is located in chiang rai province	is located in	asymmetric	neutral
71757	new mexico state road 485 is located in insignia of the state of new mexico	insignia of the state of new mexico is located in new mexico state road 485	is located in	asymmetric	neutral
146556	adolph ii of the mark is the father of engelbert iii of the mark	engelbert iii of the mark is the father of adolph ii of the mark	is the father of	asymmetric	neutral
124544	kishtwar district is located in 168.183.180.13/machel mata	168.183.180.13/machel mata is located in kishtwar district	is located in	asymmetric	neutral
27463	queensland (australia) is located in wulkuraka railway station	wulkuraka railway station is located in queensland (australia)	is located in	asymmetric	neutral
19520	popdong is located in kangwŏn-do (north korea)	kangwŏn-do (north korea) is located in popdong	is located in	asymmetric	neutral
104840	sarastan is located in dehpir-e shomali	dehpir-e shomali is located in sarastan	is located in	asymmetric	neutral
156275	shaboluee khan is a child of dulan khan	dulan khan is a child of shaboluee khan	is a child of	asymmetric	neutral
196682	math fab mathonwy (branch) is part of pedair cainc y mabinogi	pedair cainc y mabinogi is part of math fab mathonwy (branch)	is part of	asymmetric	neutral
15906	wierzchno, choszczno county is located in pelczyce commune	pelczyce commune is located in wierzchno, choszczno county	is located in	asymmetric	neutral
9541	rettendon, essex is located in chelmsford borough council	chelmsford borough council is located in rettendon, essex	is located in	asymmetric	neutral
127953	califnornia is located in the master's seminary journal	the master's seminary journal is located in califnornia	is located in	asymmetric	neutral
65632	george river (new zealand) is located in southland, new zealand	southland, new zealand is located in george river (new zealand)	is located in	asymmetric	neutral
126157	un/locode:usbrq is located in lake county sheriff's association	lake county sheriff's association is located in un/locode:usbrq	is located in	asymmetric	neutral
35694	calvados (french department) is located in campandré valcongrain	campandré valcongrain is located in calvados (french department)	is located in	asymmetric	neutral
225469	joachim menant is a child of delphine menant	delphine menant is a child of joachim menant	is a child of	asymmetric	neutral
181648	petite rosselle is located in carreau wendel museum	carreau wendel museum is located in petite rosselle	is located in	asymmetric	neutral
262144	minneapolis is located in columbia park, minneapolis, minnesota	columbia park, minneapolis, minnesota is located in minneapolis	is located in	asymmetric	neutral
27134	bomber/comments is a type of zeppelin-staaken vgo.i	zeppelin-staaken vgo.i is a type of bomber/comments	is a type of	asymmetric	neutral
120470	black nationalist is a type of muscular nationalism	muscular nationalism is a type of black nationalist	is a type of	asymmetric	neutral
437	thomas mac edmond albanach bourke is the father of tomas og de burca	tomas og de burca is the father of thomas mac edmond albanach bourke	is the father of	asymmetric	neutral
112872	wijdemeren is located in ankeveen	ankeveen is located in wijdemeren	is located in	asymmetric	neutral
298681	local government in south australia is located in electoral district of murray-mallee	electoral district of murray-mallee is located in local government in south australia	is located in	asymmetric	neutral
131701	berill is part of verkhoyansk mountains	verkhoyansk mountains is part of berill	is part of	asymmetric	neutral
66103	fryedk is part of nufafloqo	nufafloqo is part of fryedk	is part of	asymmetric	neutral
252766	giants of the mesozoic is located in georgia (u.s.state)	georgia (u.s.state) is located in giants of the mesozoic	is located in	asymmetric	neutral
146219	aquatic sciences is a type of basic theories of science	basic theories of science is a type of aquatic sciences	is a type of	asymmetric	neutral
202504	piedras negras ruler 4 is the father of ha' k'in xook	ha' k'in xook is the father of piedras negras ruler 4	is the father of	asymmetric	neutral
266390	hannelore schroth is a child of heinrich schroth	heinrich schroth is a child of hannelore schroth	is a child of	asymmetric	neutral
193721	ábrego is located in santander del norte	santander del norte is located in ábrego	is located in	asymmetric	neutral
115743	paralympic is part of ireland at the 1968 summer paralympics	ireland at the 1968 summer paralympics is part of paralympic	is part of	asymmetric	neutral
66591	darica, bayburt is located in history of bayburt	history of bayburt is located in darica, bayburt	is located in	asymmetric	neutral
17628	lower saxony, germany is part of hannover-braunschweig-gottingen-wolfsburg metropolitan region	hannover-braunschweig-gottingen-wolfsburg metropolitan region is part of lower saxony, germany	is part of	asymmetric	neutral
30255	stoke ferry is located in king's lynn and west norfolk borough council	king's lynn and west norfolk borough council is located in stoke ferry	is located in	asymmetric	neutral
18398	azhagiyanatham is located in cuddalore block	cuddalore block is located in azhagiyanatham	is located in	asymmetric	neutral
249660	ecole nationale veterinaire de toulouse is located in ville rose	ville rose is located in ecole nationale veterinaire de toulouse	is located in	asymmetric	neutral
174112	poughkeepsie (ny) is located in poughkeepsie city hall	poughkeepsie city hall is located in poughkeepsie (ny)	is located in	asymmetric	neutral
293104	anna of brandenburg, duchess of mecklenburg is a child of christopher, duke of mecklenburg-gadebusch	christopher, duke of mecklenburg-gadebusch is a child of anna of brandenburg, duchess of mecklenburg	is a child of	asymmetric	neutral
9265	tri-county regional airport is located in wisconsin (state)	wisconsin (state) is located in tri-county regional airport	is located in	asymmetric	neutral
90460	senaud is located in departement du jura	departement du jura is located in senaud	is located in	asymmetric	neutral
298498	kaarina is part of finland proper (electoral district)	finland proper (electoral district) is part of kaarina	is part of	asymmetric	neutral
2951	south african class 5e1, series 2 is a type of battery electric locomotive	battery electric locomotive is a type of south african class 5e1, series 2	is a type of	asymmetric	neutral
90091	thomas fitzalan, 10th earl of arundel is the father of william fitzalan, 18th earl of arundel	william fitzalan, 18th earl of arundel is the father of thomas fitzalan, 10th earl of arundel	is the father of	asymmetric	neutral
219780	juruá, amazonas is located in estado do amazonas	estado do amazonas is located in juruá, amazonas	is located in	asymmetric	neutral
260658	buffalo gap, virginia is located in augusta county, virginia	augusta county, virginia is located in buffalo gap, virginia	is located in	asymmetric	neutral
260849	potenza (province) is located in san fele	san fele is located in potenza (province)	is located in	asymmetric	neutral
305142	krushari obshtina is located in telerig (village)	telerig (village) is located in krushari obshtina	is located in	asymmetric	neutral
257081	quintanaortuño, burgos is located in province of burgos	province of burgos is located in quintanaortuño, burgos	is located in	asymmetric	neutral
301844	bc is located in fort nelson/gordon field airport	fort nelson/gordon field airport is located in bc	is located in	asymmetric	neutral
124354	imperial, west virginia is located in upshur county, virginia	upshur county, virginia is located in imperial, west virginia	is located in	asymmetric	neutral
278413	idlewild, placer county, california is located in history of placer county, california	history of placer county, california is located in idlewild, placer county, california	is located in	asymmetric	neutral
270538	grigory fedotov stadium is located in moskva	moskva is located in grigory fedotov stadium	is located in	asymmetric	neutral
242220	bosch palace is located in buenos-aires	buenos-aires is located in bosch palace	is located in	asymmetric	neutral
198814	sinkan is located in sampanago	sampanago is located in sinkan	is located in	asymmetric	neutral
300729	holy roman emperor albert i is the father of anna of austria (1275–1327)	anna of austria (1275–1327) is the father of holy roman emperor albert i	is the father of	asymmetric	neutral
191643	wealden is located in golden cross, east sussex	golden cross, east sussex is located in wealden	is located in	asymmetric	neutral
51810	montferland is located in nieuw-dijk	nieuw-dijk is located in montferland	is located in	asymmetric	neutral
102380	jean-théodore of bavaria is the father of maximilian ii. emanuel	maximilian ii. emanuel is the father of jean-théodore of bavaria	is the father of	asymmetric	neutral
